Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRK39,OUT045,1288.654408487901
DRI39,OUT049,929.8452765527874
FDV04,OUT017,2603.257202397599
NCN14,OUT035,3297.6984787450583
FDH08,OUT013,3884.5761084349933
FDS20,OUT046,3196.2583436854234
FDV40,OUT049,1174.8547956779016
FDZ48,OUT010,377.07498728523564
FDS24,OUT027,2429.3991447919234
FDK44,OUT049,2907.9648207253585
FDS48,OUT045,2449.939763621554
FDK26,OUT010,564.3905377766351
FDD23,OUT045,3130.8466038980646
NCH54,OUT017,2575.2427778608185
NCP14,OUT010,300.2133443868705
FDM60,OUT010,59.56393184119891
FDV24,OUT017,2427.8281834352806
FDH08,OUT018,3449.8767984786978
FDS12,OUT027,3158.304570343576
FDR39,OUT027,4689.559119341065
FDP12,OUT027,1042.7501232123411
DRF60,OUT027,6811.249690672119
FDC09,OUT035,1673.0359287123172
FDF50,OUT018,2876.9480951091255
FDG28,OUT035,3993.765519637861
NCE19,OUT017,898.2095249412982
NCM53,OUT010,396.83290627044767
NCN18,OUT049,1762.11535346371
FDF32,OUT035,3193.01039923174
FDF11,OUT013,3957.63253362089
DRI59,OUT049,3728.000028781793
NCG54,OUT035,2781.1608817955153
FDM44,OUT046,1639.5963280077667
FDT57,OUT018,3596.6058699987075
FDV24,OUT046,2401.868926549309
FDI50,OUT019,591.7907930199607
FDS09,OUT035,816.4866665069308
NCC31,OUT027,3819.735223931574
FDQ07,OUT019,525.8789261480201
FDC22,OUT017,3134.1305730069257
FDZ56,OUT046,2845.8568929195685
FDZ40,OUT019,235.41756898596216
FDS46,OUT027,2987.2062680659415
DRD24,OUT045,2122.6930776321046
FDV45,OUT017,3141.0082051047125
FDL26,OUT045,2431.627575230184
FDA56,OUT018,1920.4213736070303
FDN27,OUT046,1884.3864530000546
FDM20,OUT049,3990.9280168102528
FDO16,OUT017,1326.254558329211
FDL03,OUT035,3200.467939771959
FDE58,OUT046,1899.888052791609
FDI02,OUT027,3010.165408397715
NCC55,OUT019,50.079985829401004
FDR03,OUT018,3124.3190536363104
FDB14,OUT017,1415.574504162636
FDR45,OUT013,3889.101741691784
NCN07,OUT017,2205.5678595114373
FDM51,OUT019,277.2663979500921
FDT52,OUT027,6303.851631674271
FDL26,OUT046,2408.7465586470958
NCZ42,OUT046,3952.9953084081553
DRI47,OUT019,394.445075465538
FDW40,OUT013,2145.078715049685
FDN34,OUT046,2810.451320870887
FDS01,OUT035,2981.6996739654523
NCG55,OUT045,1872.4535366972611
FDC11,OUT035,1399.3631616135997
FDX35,OUT018,3341.859414695418
NCB06,OUT046,2589.592356091387
FDR09,OUT019,764.480908655388
FDC53,OUT017,1545.4092575501154
FDY45,OUT013,4165.97025214809
FDA22,OUT010,422.46239185369467
FDE02,OUT035,1545.1326294851838
FDW21,OUT045,1651.66166682775
FDV34,OUT046,1088.8385027811194
FDS59,OUT049,1654.4172934657956
NCW17,OUT017,2170.989353193063
NCK54,OUT046,1872.4535366972611
FDG17,OUT019,600.7824983518478
FDG35,OUT017,2962.718851467808
FDD08,OUT010,45.99007539036657
NCO07,OUT017,3505.6716618068713
FDJ10,OUT010,311.8842258377491
FDW36,OUT017,1646.9120453192593
FDW21,OUT010,309.48756305927895
FDY19,OUT017,1923.0514522102828
DRE03,OUT013,787.0587704844773
NCC55,OUT049,700.7362996452991
FDH52,OUT010,194.8445762603916
FDO09,OUT017,4190.817463283211
FDU43,OUT045,3931.6017243041856
FDX09,OUT010,448.5332848676731
FDH40,OUT019,303.783389898802
FDW58,OUT017,1666.4349246794618
FDC47,OUT017,3801.710143867881
NCR41,OUT035,1589.0261310917133
DRG49,OUT035,3933.646395278592
FDC52,OUT027,3809.6432520966014
FDY13,OUT046,1100.6649053196525
FDY35,OUT013,797.3076320397565
FDI35,OUT017,3213.8774854322905
NCU18,OUT049,2183.91284673908
FDY33,OUT018,2450.2390894756477
FDC15,OUT027,3759.856744325301
FDU01,OUT049,3239.277533638392
NCU42,OUT046,2835.401851559646
NCV29,OUT018,3166.2642250161994
NCY30,OUT017,3279.924496430152
FDQ46,OUT049,1852.0127407554273
FDG58,OUT027,3768.450047122143
FDK33,OUT017,3480.721131118112
NCD07,OUT045,1909.9800246265825
NCX29,OUT027,3793.400577810902
NCT42,OUT013,2508.210367071148
DRN59,OUT035,795.8426298261953
FDI44,OUT035,1286.403921242564
FDA45,OUT049,2907.9648207253585
FDP31,OUT045,1021.8361227957803
FDY01,OUT046,1916.9021620523383
FDT09,OUT018,1986.958257919502
DRH03,OUT027,2495.719401997409
FDA36,OUT018,2884.8534264308873
NCF31,OUT017,2399.8137588985
FDG14,OUT049,2441.711784435917
FDG28,OUT027,6303.851631674271
FDU14,OUT049,4049.5209651522055
FDY47,OUT019,386.16282011508696
FDI56,OUT049,1423.0797523091724
DRD01,OUT013,929.2176605040376
FDM22,OUT046,937.2712946419236
FDH33,OUT013,715.5247774533016
DRZ24,OUT013,1891.7021703115472
NCQ38,OUT046,1676.6121975165092
FDO16,OUT027,2368.0792522625857
FDU07,OUT027,3768.450047122143
NCB07,OUT013,3151.1001769396853
FDU48,OUT045,2125.9970902615
NCM43,OUT045,2827.131363793044
FDR31,OUT010,305.0003543074963
DRK49,OUT018,532.2172454470665
NCI30,OUT010,564.0509573213078
DRD60,OUT017,2894.1880595387015
NCG19,OUT046,3903.3855575466755
FDH12,OUT035,1658.700756074311
FDM32,OUT035,1453.1838179332449
FDM27,OUT035,2486.9137384660726
NCU53,OUT027,4382.767140312652
NCQ18,OUT046,1643.1280760813904
FDS10,OUT013,2894.1880595387015
FDB33,OUT027,3808.8741872029373
FDI12,OUT013,1380.696818760761
NCW42,OUT013,3470.292074258534
NCC06,OUT018,1896.7776810077642
FDW02,OUT017,2092.877003375219
NCD43,OUT017,1631.5428680448947
FDM57,OUT018,1115.0688323163536
FDA58,OUT017,3948.4392153878907
FDK56,OUT046,3123.968971800278
FDP52,OUT045,3854.9883525334994
FDW20,OUT018,1908.356034787047
FDS52,OUT049,1666.8565628488689
NCT29,OUT018,1902.25049533363
NCL54,OUT013,2844.960830266128
FDC05,OUT045,3123.968971800278
FDF34,OUT035,3249.5725770062195
FDP03,OUT027,3158.304570343576
FDD32,OUT010,323.35930774557306
FDZ10,OUT045,2163.493294592172
FDZ40,OUT035,1021.485440195176
FDD51,OUT018,571.9388688109318
NCY30,OUT019,460.00565272631786
FDP58,OUT017,3397.855166551
FDV49,OUT017,4369.954733872469
FDY24,OUT019,136.86312595141183
NCO55,OUT017,1664.9849439102316
FDR13,OUT017,1922.11885118354
FDS51,OUT017,950.8593683596052
FDP26,OUT045,1625.2611553697604
NCB54,OUT027,3256.137010444464
FDF32,OUT017,3141.0082051047125
FDN31,OUT018,2828.291248656408
DRM48,OUT017,703.0284040543729
FDN20,OUT049,2834.8857612167308
DRL01,OUT046,3854.9883525334994
FDV56,OUT049,1673.9401728259982
DRH13,OUT027,2680.588756400024
FDA03,OUT017,2434.7058155330674
FDF47,OUT027,5796.742626171186
FDX32,OUT046,2401.868926549309
FDX57,OUT049,1564.7409082351849
NCA30,OUT045,3134.0609436352506
FDO49,OUT013,797.820323654092
FDL04,OUT019,262.56452794912707
DRM48,OUT035,701.0507102264762
FDR16,OUT013,3397.855166551
NCC19,OUT018,2887.0400669440983
NCE42,OUT045,3966.825367418942
FDY24,OUT017,956.9933229343815
FDH19,OUT049,2922.2999933633646
FDJ46,OUT013,2886.7305189984822
FDN45,OUT010,611.2825166164131
FDY08,OUT035,2176.4508002267794
FDZ37,OUT035,1481.1460162000556
NCT30,OUT045,822.9943220477223
DRY23,OUT018,591.635645069399
NCZ30,OUT018,2042.2524271702648
FDC44,OUT018,1764.1977699031643
FDB45,OUT035,1685.1012675323004
FDY04,OUT013,2634.0265758539017
FDM27,OUT046,2627.5712213286592
FDZ43,OUT017,4004.603209179519
FDT39,OUT019,426.8791973570909
NCC06,OUT019,358.6039592624892
FDL15,OUT027,3768.450047122143
FDL57,OUT017,3965.67634221027
FDU08,OUT046,1600.647282341267
FDK40,OUT017,4189.889446496306
FDQ12,OUT010,653.3335923755692
FDS48,OUT017,2442.1633560732866
FDP09,OUT045,3402.028737982358
FDW21,OUT049,1666.8565628488689
FDY25,OUT035,2956.486778089708
DRE13,OUT017,1376.8128976889332
FDV43,OUT019,58.60730720099134
FDD22,OUT045,1829.7342347571791
FDM46,OUT019,302.14241140277477
NCO30,OUT010,631.5713818884427
FDM25,OUT046,2862.9737008572974
NCN41,OUT049,2117.375962426608
FDU24,OUT045,1400.8012463109242
FDZ50,OUT046,3193.68648756675
FDP45,OUT013,3947.6946900337366
NCM54,OUT045,2160.128986422635
FDW10,OUT019,417.32447090644587
FDP20,OUT017,2085.4194628349996
FDK32,OUT046,2408.7465586470958
FDN52,OUT049,1388.2020669072974
FDM58,OUT045,1714.8863167767026
FDZ46,OUT027,2982.6642519456677
NCA18,OUT018,1725.63289528542
FDD35,OUT046,2088.5880721035037
NCK31,OUT035,781.5946098723635
FDI40,OUT027,2689.040466733968
FDT50,OUT019,238.1566327999761
NCT06,OUT046,2717.677449573957
FDT31,OUT035,3249.5725770062195
FDT45,OUT049,871.844473034297
FDT13,OUT045,3187.408781672544
FDO50,OUT045,1407.6788784087112
NCU18,OUT010,344.6589944296865
NCR54,OUT049,3200.7882544548847
NCO18,OUT018,2684.785413500597
FDU09,OUT045,925.2059558219406
FDT13,OUT018,2884.8534264308873
FDE09,OUT046,1877.805071829425
NCK53,OUT019,242.37434131552482
FDG45,OUT049,3503.002127182466
DRH15,OUT035,723.8573766813201
FDO21,OUT019,603.6895616971944
FDD14,OUT027,5142.895380394382
FDC09,OUT046,1639.5963280077667
FDH45,OUT027,1074.9432728697368
FDV32,OUT046,1021.8361227957803
FDG12,OUT035,2023.2189459458782
FDS32,OUT013,2159.413887687691
NCL55,OUT018,3206.52287277325
DRE01,OUT035,3926.7687631808053
DRE15,OUT049,1283.424244284417
NCL42,OUT045,3582.181457785079
FDP31,OUT013,1036.6093806474917
FDN33,OUT018,1271.9885955202665
FDZ59,OUT046,2688.4837180821646
FDE45,OUT010,455.41091696545993
FDJ07,OUT013,1952.3215299808521
FDQ45,OUT018,2884.8534264308873
FDM33,OUT027,5504.825180871655
FDO15,OUT010,302.21776611090314
FDM46,OUT013,1415.574504162636
FDR03,OUT045,3451.1333752166183
FDY49,OUT018,2625.655547539616
FDQ60,OUT045,1870.0512803620484
FDW10,OUT049,2971.404630597625
FDO51,OUT049,720.2756425490429
FDJ40,OUT018,1447.791658126385
FDS20,OUT018,2893.7029884437666
FDU45,OUT013,1858.8426652468972
FDV02,OUT035,2816.0529384300826
FDN09,OUT046,3878.940140485136
NCM55,OUT027,5189.049352218128
FDN23,OUT018,2198.1366270586273
FDY31,OUT010,411.23632389432424
FDW03,OUT010,297.4222242392957
FDD14,OUT046,3123.968971800278
FDV23,OUT017,2078.541830737213
DRI03,OUT045,2919.535878631777
FDN13,OUT035,1651.6171460971816
FDF45,OUT027,1663.061233997918
FDU46,OUT035,1418.30613253137
FDB57,OUT049,3777.104666016053
FDV12,OUT049,1666.8565628488689
FDQ58,OUT013,2495.3251752023716
NCA18,OUT017,1924.7532824782943
FDH52,OUT049,970.4299553261249
FDM24,OUT018,2198.1366270586273
NCP43,OUT027,4721.9671905700425
NCO18,OUT019,449.1526336929919
FDM32,OUT017,1434.5174750804063
NCL07,OUT017,655.3172032591252
FDK03,OUT013,4000.356273852786
FDP59,OUT017,1646.9120453192593
FDQ24,OUT049,4310.148979263957
FDQ16,OUT018,1560.3375596459791
FDU44,OUT013,2610.134834495386
FDH28,OUT010,44.862061840233835
FDV28,OUT019,27.283595873638617
FDM22,OUT045,925.2059558219406
FDR56,OUT046,3123.968971800278
FDV39,OUT049,3239.277533638392
FDU37,OUT019,295.9591519956238
FDQ11,OUT010,996.1408416355296
FDX02,OUT045,3668.673736275726
NCS42,OUT018,1357.2281414507665
FDY57,OUT027,2607.37101052986
FDB21,OUT049,3976.5928441722467
FDE28,OUT017,3801.710143867881
FDQ55,OUT017,1975.2806703126257
FDA48,OUT049,3713.664856143787
FDZ19,OUT045,2918.9359524281963
NCC43,OUT045,3807.3399332878394
NCV18,OUT046,1332.485585805071
NCA42,OUT018,2356.2918717294365
FDY45,OUT046,4022.0432981100307
NCC30,OUT045,2880.5232132324895
FDM57,OUT013,1387.574450858548
FDL09,OUT010,414.6381539505165
FDB09,OUT027,3158.304570343576
FDT44,OUT035,1903.4908810665988
NCT06,OUT027,4349.031475878411
FDX26,OUT049,3175.8377237661257
FDK32,OUT013,2434.7058155330674
DRA12,OUT046,2118.582863626684
FDO46,OUT010,898.3766242487656
FDE52,OUT013,1387.574450858548
NCH42,OUT045,3770.991658664672
FDV08,OUT035,720.4247157231916
FDB47,OUT018,3067.756875861831
FDC28,OUT010,314.23510361655036
FDD22,OUT046,1893.010420693822
FDS07,OUT027,3010.165408397715
DRI13,OUT045,3451.1333752166183
FDG32,OUT018,3382.6920232449575
FDU14,OUT017,4007.8138143930055
FDD28,OUT019,200.53097173019438
NCP41,OUT017,1691.385455368221
FDS08,OUT049,2914.8424528231453
FDX47,OUT045,2513.73924805507
FDC53,OUT019,296.7892773102947
FDQ19,OUT035,4174.946187773271
FDL14,OUT045,2416.204099187315
FDM33,OUT019,546.5734592512007
FDA51,OUT045,1893.010420693822
FDZ27,OUT018,673.6051589498859
FDT04,OUT046,680.1074829208546
DRC13,OUT049,2113.7829020135664
FDR16,OUT027,5504.825180871655
FDQ03,OUT027,6437.0103865358315
FDE38,OUT035,2816.0529384300826
DRH23,OUT027,1579.2386768082335
FDT11,OUT019,491.85724250824427
FDD09,OUT035,2981.6996739654523
FDR40,OUT045,1311.4813004774992
FDX07,OUT017,3483.478760734027
FDR07,OUT035,1552.0102615829708
FDA51,OUT017,1907.7836785455338
FDT59,OUT019,593.9972259334262
FDF20,OUT017,3148.4657456449318
FDR13,OUT045,1907.3455933318282
FDY26,OUT049,3477.789231306722
FDW04,OUT017,2151.9563471474717
FDK52,OUT017,3808.587775965668
FDN60,OUT049,2508.4775598473693
FDM09,OUT019,417.32447090644587
FDP46,OUT049,1395.0796990050844
FDB50,OUT019,304.65282822884507
NCQ29,OUT049,4028.240332311089
FDP16,OUT027,6311.30917221449
FDX33,OUT018,2387.399205806962
FDP07,OUT010,634.055162819688
FDN22,OUT046,3923.1979161890827
FDF39,OUT049,4385.8028287010575
FDS21,OUT017,962.9247071795883
NCM42,OUT013,1755.0383663330858
FDK50,OUT019,373.9379483017673
DRF13,OUT027,3777.705822758987
FDH35,OUT018,2338.7423593542444
FDP60,OUT018,1440.7080481492558
DRJ49,OUT027,3226.3611799002015
NCT42,OUT019,416.9602304976642
FDE38,OUT049,2805.757895062255
FDI04,OUT049,3182.7153558639125
NCH54,OUT045,2447.4979095217677
FDT56,OUT049,951.486984408355
DRD15,OUT018,3292.191007801991
FDV58,OUT013,3216.996537574038
FDP21,OUT049,3211.843222018388
FDH05,OUT013,3801.710143867881
FDR10,OUT027,4092.5159616514206
NCP06,OUT045,2441.154629876074
FDF33,OUT049,1673.9401728259982
DRK37,OUT013,3216.996537574038
DRH49,OUT045,1300.7197473078843
FDT58,OUT013,2770.7683291398052
FDD41,OUT018,1447.791658126385
FDP40,OUT018,1496.8035230013006
FDM51,OUT027,2696.4980072741873
FDO45,OUT010,323.35930774557306
FDW33,OUT010,283.0870516012895
FDY24,OUT045,961.1630360004397
FDB10,OUT010,547.9430431846848
FDM40,OUT035,2152.5590588682635
NCI06,OUT017,2851.838462363915
FDW12,OUT019,315.4924591107575
FDX48,OUT027,3799.7993290208783
NCW05,OUT027,2728.98772297931
FDX27,OUT017,1526.4662866323451
DRM37,OUT045,3123.968971800278
FDA38,OUT045,3960.7295904586613
FDR36,OUT046,621.4556594613294
FDZ45,OUT046,3193.68648756675
FDG05,OUT017,2603.257202397599
FDK28,OUT013,4049.650712794552
FDV47,OUT045,1372.8011930068362
FDN21,OUT045,2586.378016354201
FDP20,OUT027,3158.304570343576
FDI35,OUT045,3203.7158842256426
DRY23,OUT013,735.2215537117687
FDA56,OUT017,2146.038822504304
FDB09,OUT013,2085.4194628349996
NCO26,OUT027,3012.1567987547005
FDQ49,OUT018,2242.2118496965977
FDI52,OUT027,3158.304570343576
FDZ44,OUT027,3057.5036922748463
FDZ09,OUT018,2549.1304514664253
FDY03,OUT049,1946.0583001483735
NCG42,OUT017,2124.5218310531236
DRI13,OUT027,5511.2718481320035
FDQ32,OUT013,2085.4194628349996
FDW16,OUT035,1441.1184791132616
FDU27,OUT046,776.1694337045938
FDR28,OUT010,405.1467622629946
FDQ49,OUT010,394.9526822578568
FDS37,OUT046,1907.3455933318282
FDW26,OUT018,3116.4137223145485
FDX12,OUT018,3572.428797431137
NCP06,OUT013,2467.1138867620457
FDW45,OUT010,348.39644022563897
NCN30,OUT049,1577.865036385411
FDN24,OUT049,864.9668409365103
NCL41,OUT027,997.5069529997475
FDR02,OUT019,297.80101268586264
FDD09,OUT010,496.5360663130602
FDS33,OUT010,335.4246465655563
FDU22,OUT045,1941.7085081690818
FDI53,OUT013,2603.257202397599
DRH01,OUT049,2907.9648207253585
FDX32,OUT013,2145.078715049685
NCP30,OUT018,638.559121534868
FDB60,OUT045,3138.304144438284
FDB14,OUT049,1423.0797523091724
NCP02,OUT035,983.5960872152499
FDJ10,OUT017,2145.078715049685
FDG34,OUT046,1714.8863167767026
NCB18,OUT017,1397.6664226935216
FDM16,OUT049,1099.0516699593843
FDW25,OUT018,1115.0688323163536
FDB35,OUT010,313.97125882171594
DRN11,OUT013,2145.078715049685
FDF41,OUT019,596.6004978668993
FDH16,OUT045,1372.8011930068362
NCQ50,OUT018,3209.110808785267
DRH23,OUT018,778.7541197638811
DRJ37,OUT013,2423.9442623634527
DRJ24,OUT027,5092.779869880249
FDY16,OUT035,3210.024508492469
FDQ27,OUT045,1632.1387874675474
FDZ33,OUT045,2464.7088102179946
FDF29,OUT045,2167.1902952359583
FDA08,OUT049,2619.343242143022
FDG31,OUT046,1040.77909371355
FDE34,OUT019,542.0957128564514
NCR30,OUT027,2017.3358538755788
FDV33,OUT035,4023.552130385777
DRZ24,OUT018,1809.5473079248711
NCL54,OUT035,2883.3678074586187
FDR12,OUT049,2922.2999933633646
NCC54,OUT046,3934.8160640413716
DRN59,OUT013,809.885662474075
FDX50,OUT019,325.42855922608226
FDV31,OUT027,4689.559119341065
NCA29,OUT027,4707.108631716257
FDW60,OUT049,2971.404630597625
FDX08,OUT017,3282.408277361397
DRD49,OUT013,3948.4392153878907
FDD33,OUT046,3791.548542661233
FDW35,OUT013,734.4677483710714
FDJ36,OUT017,1640.0344132214723
FDV51,OUT035,2823.510478970302
FDW36,OUT046,1632.1387874675474
FDH35,OUT046,2685.2693783449786
NCS30,OUT027,3270.9955692982503
FDN49,OUT017,696.9054842467381
FDL08,OUT018,3543.3009312766612
FDI09,OUT013,3874.766569053778
FDP19,OUT018,1994.4218993977606
FDU21,OUT010,28.761329714553163
NCP41,OUT045,1676.6121975165092
FDY10,OUT013,1938.5530520018372
FDP12,OUT018,491.08887270081834
NCN26,OUT049,1954.5746300188357
FDK44,OUT013,2879.8528869006955
FDC28,OUT049,1654.4172934657956
FDJ41,OUT027,6495.4132450182715
NCT29,OUT035,2117.8503373423373
NCH42,OUT019,545.9082404726113
FDU60,OUT018,2506.2534860964506
FDS02,OUT045,3123.968971800278
FDC51,OUT046,2100.6534109234863
FDU03,OUT013,3199.5423127942845
FDX39,OUT045,3394.571197442139
NCY05,OUT010,79.05969953792176
NCL06,OUT027,6185.445967413508
FDD32,OUT035,1305.3468921603342
NCN41,OUT045,2084.410736637787
NCX53,OUT049,2225.1060517135384
FDU57,OUT019,385.13206771111817
FDQ23,OUT046,1639.5963280077667
FDQ52,OUT045,3983.3170405483515
FDC14,OUT045,706.6818912771085
FDY09,OUT035,2978.1571037039644
FDQ28,OUT045,2431.627575230184
FDV25,OUT046,3435.179942363127
FDJ07,OUT035,1974.5208584706184
DRB25,OUT049,1673.0688116640017
FDK52,OUT019,546.5734592512007
FDY52,OUT027,1841.1644115555855
FDB28,OUT046,3123.968971800278
FDT36,OUT035,681.3539339680091
FDV25,OUT017,3678.8353374823737
NCN07,OUT027,3299.656550973457
FDC57,OUT017,3141.0082051047125
FDQ03,OUT018,3540.043692224228
FDU23,OUT017,2853.6342937069176
NCX41,OUT035,3538.2477012390527
NCD06,OUT035,819.701006244117
FDW08,OUT045,1625.2611553697604
NCU29,OUT017,2508.210367071148
NCE06,OUT013,2568.3651457630317
FDV52,OUT010,323.49541116728017
FDB02,OUT017,2894.1880595387015
NCR18,OUT045,724.0009845273835
FDK16,OUT049,1552.9145056966518
NCQ29,OUT010,554.8842163347741
FDZ01,OUT019,359.62916097898
FDW27,OUT035,2537.6761293922236
FDD17,OUT018,3411.838119746362
FDW39,OUT013,2894.1880595387015
DRH59,OUT045,1017.9522017239524
FDS52,OUT013,1666.4349246794618
FDU40,OUT027,5150.352920934602
NCF54,OUT013,2851.838462363915
FDH46,OUT045,1639.5963280077667
NCP14,OUT049,1672.490192056768
FDH50,OUT049,3239.277533638392
DRF15,OUT010,377.63367393381594
FDV27,OUT027,2429.3991447919234
NCJ06,OUT049,1954.1168499613416
FDN02,OUT018,3067.756875861831
FDQ51,OUT049,796.7468739398763
FDQ07,OUT017,3671.957705384587
FDS45,OUT049,1661.874834006015
NCJ06,OUT045,2032.0256898546795
FDD36,OUT035,1974.5208584706184
FDY25,OUT045,3227.6076255841585
FDU52,OUT046,2408.7465586470958
DRK47,OUT017,3808.587775965668
NCL30,OUT017,2050.5274062004323
FDN22,OUT035,3985.361711522758
NCF30,OUT027,3123.4125137090086
FDK03,OUT035,4077.7976606965663
FDT45,OUT017,939.9792136736522
NCC54,OUT027,6313.943603509244
FDP08,OUT018,2876.9480951091255
